Date,Price,Open,High,Low,Vol.,Change %
11-Oct-19,26816.59,26694.2,27013.97,26694.2,283.53M,1.21%
10-Oct-19,26496.67,26317.35,26603.31,26314.51,217.68M,0.57%
9-Oct-19,26346.01,26308.23,26424.31,26249.75,191.75M,0.70%
8-Oct-19,26164.04,26276.59,26421.81,26139.8,251.42M,-1.19%
7-Oct-19,26478.02,26502.33,26655.84,26424.54,197.51M,-0.36%
4-Oct-19,26573.72,26271.7,26590.74,26271.7,224.49M,1.42%
3-Oct-19,26201.04,26039.02,26205.2,25743.46,249.02M,0.47%
2-Oct-19,26078.62,26425.86,26438.04,25974.12,312.73M,-1.86%
1-Oct-19,26573.04,26962.54,27046.21,26562.22,272.18M,-1.28%
30-Sep-19,26916.83,26852.33,26998.86,26852.33,228.48M,0.36%
27-Sep-19,26820.25,26987.26,27012.54,26715.82,217.78M,-0.26%
26-Sep-19,26891.12,27004.11,27015.07,26803.84,230.80M,-0.30%
25-Sep-19,26970.71,26866.71,27016.56,26755.86,237.22M,0.61%
24-Sep-19,26807.77,27034.07,27079.68,26704.96,307.43M,-0.53%
23-Sep-19,26949.99,26851.45,27011.07,26831.34,214.83M,0.06%
20-Sep-19,26935.07,27102.18,27194.75,26926.68,512.57M,-0.59%
19-Sep-19,27094.79,27186.05,27272.17,27064.21,216.44M,-0.19%
18-Sep-19,27147.08,27075.39,27161.93,26899.15,212.86M,0.13%
17-Sep-19,27110.8,27010.12,27110.8,26984.14,223.58M,0.13%
16-Sep-19,27076.82,27146.06,27172.87,27032.56,220.62M,-0.52%
13-Sep-19,27219.52,27216.67,27277.55,27193.95,255.26M,0.14%
12-Sep-19,27182.45,27197.32,27306.73,27105.01,254.65M,0.17%
11-Sep-19,27137.04,26928.05,27137.04,26885.48,272.59M,0.85%
10-Sep-19,26909.43,26805.83,26909.43,26717.05,322.34M,0.28%
9-Sep-19,26835.51,26866.23,26900.83,26762.18,273.12M,0.14%
6-Sep-19,26797.46,26790.25,26860.87,26708.39,209.70M,0.26%
5-Sep-19,26728.15,26603.15,26836.3,26603.15,256.67M,1.41%
4-Sep-19,26355.47,26301.99,26362.35,26244.44,202.71M,0.91%
3-Sep-19,26118.02,26198.26,26198.26,25978.22,223.21M,-1.08%
30-Aug-19,26403.28,26476.39,26514.62,26295.59,219.08M,0.16%
29-Aug-19,26362.25,26249.09,26408.84,26185.71,212.19M,1.25%
28-Aug-19,26036.1,25712.99,26041.57,25637.43,207.07M,1.00%
27-Aug-19,25777.9,26014.46,26054.02,25721.85,263.53M,-0.47%
26-Aug-19,25898.83,25826.05,25941.25,25716.39,222.78M,1.05%
23-Aug-19,25628.9,26134.21,26320.29,25507.18,364.26M,-2.37%
22-Aug-19,26252.24,26271.64,26388.78,26099.01,222.81M,0.19%
21-Aug-19,26202.73,26145.36,26268.32,26141.77,208.79M,0.93%
20-Aug-19,25962.44,26086.86,26160.12,25952,238.10M,-0.66%
19-Aug-19,26135.79,26020.06,26222.32,26020.06,252.64M,0.96%
16-Aug-19,25886.01,25678.17,25929.65,25678.17,276.21M,1.20%
15-Aug-19,25579.39,25514.25,25639.69,25339.6,335.80M,0.39%
14-Aug-19,25479.42,26035.08,26035.08,25471.59,357.00M,-3.05%
13-Aug-19,26279.91,25888.88,26426.97,25833.25,309.61M,1.44%
12-Aug-19,25907.37,26169.91,26178.95,25824.94,200.58M,-1.45%
9-Aug-19,26287.44,26337.09,26413.36,26097.64,241.93M,-0.34%
8-Aug-19,26378.19,26086.52,26383.61,26038.1,283.59M,1.43%
7-Aug-19,26007.07,25814.22,26073.21,25440.39,350.09M,-0.09%
6-Aug-19,26029.52,25810.62,26038.68,25710.87,322.97M,1.21%
5-Aug-19,25717.74,26259.23,26259.23,25523.38,423.37M,-2.90%
2-Aug-19,26485.01,26528.66,26570.02,26249.22,335.72M,-0.37%
1-Aug-19,26583.42,26879.86,27175.59,26548.71,390.49M,-1.05%
31-Jul-19,26864.27,27244.67,27281.65,26719.6,389.00M,-1.23%
30-Jul-19,27198.02,27145.39,27224.36,27069.86,293.25M,-0.09%
29-Jul-19,27221.35,27192.24,27275.85,27178.06,259.32M,0.11%
26-Jul-19,27192.45,27166,27213.7,27123.25,243.20M,0.19%
25-Jul-19,27140.98,27247.39,27298.43,27062.48,244.02M,-0.47%
24-Jul-19,27269.97,27262.24,27291.04,27191.12,245.88M,-0.29%
23-Jul-19,27349.19,27231.86,27368.81,27204.58,250.80M,0.65%
22-Jul-19,27171.9,27174.18,27227.77,27088.9,226.95M,0.07%
19-Jul-19,27154.2,27246.38,27342.96,27145.78,287.69M,-0.25%
18-Jul-19,27222.97,27191.98,27266.81,27068.79,218.82M,0.01%
17-Jul-19,27219.85,27320.91,27343.06,27218.38,196.78M,-0.42%
16-Jul-19,27335.63,27349.32,27398.68,27290.24,226.00M,-0.09%
15-Jul-19,27359.16,27364.69,27364.69,27294.17,199.73M,0.10%
12-Jul-19,27332.03,27139.49,27333.79,27135.45,248.39M,0.90%
11-Jul-19,27088.08,26950.16,27088.45,26916.32,252.30M,0.85%
10-Jul-19,26860.2,26851.96,26983.45,26813.11,207.99M,0.29%
9-Jul-19,26783.49,26725.12,26807.7,26665.57,218.33M,-0.08%
8-Jul-19,26806.14,26835.64,26839.14,26744.87,214.29M,-0.43%
5-Jul-19,26922.12,26867.75,26950.81,26733.33,192.17M,-0.16%
3-Jul-19,26966,26832.32,26966,26831.44,149.84M,0.67%
2-Jul-19,26786.68,26719.53,26787.56,26632.65,219.27M,0.26%
1-Jul-19,26717.43,26805.86,26890.64,26616.21,285.35M,0.44%
28-Jun-19,26599.96,26605.93,26638.35,26522.27,499.35M,0.28%
27-Jun-19,26526.58,26523.72,26607.24,26465.32,246.93M,-0.04%
26-Jun-19,26536.82,26599.42,26660.04,26536.33,274.34M,-0.04%
25-Jun-19,26548.22,26731.61,26752.31,26527.66,282.16M,-0.67%
24-Jun-19,26727.54,26727.61,26806.52,26723.37,232.39M,0.03%
21-Jun-19,26719.13,26749.12,26907.37,26705.87,485.56M,-0.13%
20-Jun-19,26753.17,26665.38,26798.63,26539.69,278.17M,0.94%
19-Jun-19,26504,26490.16,26569.75,26415.05,240.95M,0.15%
18-Jun-19,26465.54,26228.88,26527.19,26227.76,273.49M,1.35%
17-Jun-19,26112.53,26108.53,26165.78,26049.8,199.50M,0.09%
14-Jun-19,26089.61,26076.36,26162.28,25988.09,208.02M,-0.07%
13-Jun-19,26106.77,26036.94,26146.91,25995.71,213.40M,0.39%
12-Jun-19,26004.83,26040.3,26082.1,25958.66,223.69M,-0.17%
11-Jun-19,26048.51,26180.59,26248.67,25998.87,253.49M,-0.05%
10-Jun-19,26062.68,26090.22,26210.61,26054.31,249.28M,0.30%
7-Jun-19,25983.94,25768.72,26072.75,25768.72,263.01M,1.02%
6-Jun-19,25720.66,25567.45,25800.3,25518.05,248.07M,0.71%
5-Jun-19,25539.57,25451,25544.66,25373.58,262.66M,0.82%
4-Jun-19,25332.18,24962.82,25343.77,24962.82,281.69M,2.06%
3-Jun-19,24819.78,24830.16,24935.21,24680.57,328.24M,0.02%
31-May-19,24815.04,25046.31,25046.31,24809.51,292.23M,-1.41%
30-May-19,25169.88,25139.94,25218.54,25066.75,215.24M,0.17%
29-May-19,25126.41,25231.46,25231.46,24938.24,298.93M,-0.87%
28-May-19,25347.77,25616.55,25717.63,25342.28,364.85M,-0.93%
24-May-19,25585.69,25551.07,25670.81,25496.2,201.37M,0.37%
23-May-19,25490.47,25657.99,25657.99,25328.09,316.94M,-1.11%
22-May-19,25776.61,25818.46,25878.21,25755.11,241.76M,-0.39%
21-May-19,25877.33,25782.34,25898.27,25779.61,260.87M,0.77%
20-May-19,25679.9,25655.31,25751.71,25560.55,279.56M,-0.33%
17-May-19,25764,25719.95,25948.74,25657.78,283.76M,-0.38%
16-May-19,25862.68,25692.14,25957.63,25692.14,320.96M,0.84%
15-May-19,25648.02,25400.13,25724.89,25341.94,270.72M,0.45%
14-May-19,25532.05,25384.03,25688.96,25384.03,291.57M,0.82%
13-May-19,25324.99,25568.06,25568.06,25222.51,361.24M,-2.38%
10-May-19,25942.37,25763.72,26019.32,25469.86,294.58M,0.44%
9-May-19,25828.36,25878.85,25884.89,25517.39,334.76M,-0.54%
8-May-19,25967.33,25933.79,26118.1,25889.41,276.42M,0.01%
7-May-19,25965.09,26276.9,26276.9,25789.71,334.96M,-1.79%
6-May-19,26438.48,26160.62,26476.27,26033.95,283.02M,-0.25%
3-May-19,26504.95,26379.14,26534.96,26370.09,248.90M,0.75%
2-May-19,26307.79,26407.15,26454.69,26180.36,287.61M,-0.46%
1-May-19,26430.14,26639.06,26689.39,26426.38,303.85M,-0.61%
30-Apr-19,26592.91,26594.56,26614.04,26419.47,340.32M,0.15%
29-Apr-19,26554.39,26559.87,26602.54,26520.75,279.45M,0.04%
26-Apr-19,26543.33,26454.62,26543.56,26392.55,317.29M,0.31%
25-Apr-19,26462.08,26426.37,26536.48,26310.28,296.73M,-0.51%
24-Apr-19,26597.05,26652.56,26680.58,26582.86,283.37M,-0.22%
23-Apr-19,26656.39,26513.83,26695.96,26503.56,311.69M,0.55%
22-Apr-19,26511.05,26510.77,26553.05,26458.61,232.57M,-0.18%
18-Apr-19,26559.54,26463.37,26602.42,26444.53,332.85M,0.42%
17-Apr-19,26449.54,26468.53,26501.02,26391.86,367.78M,-0.01%
16-Apr-19,26452.66,26482.19,26530.71,26397.19,302.34M,0.26%
15-Apr-19,26384.77,26407.76,26424.85,26316.42,250.62M,-0.10%
12-Apr-19,26412.3,26357.79,26436.68,26309.72,369.91M,1.03%
11-Apr-19,26143.05,26188.21,26229.88,26062.59,211.68M,-0.05%
10-Apr-19,26157.16,26173.71,26209.49,26101.24,203.13M,0.03%
9-Apr-19,26150.58,26243.54,26246.34,26103.14,244.41M,-0.72%
8-Apr-19,26341.02,26312.67,26344.65,26246.03,229.38M,-0.32%
5-Apr-19,26424.99,26427.56,26487.57,26370.82,229.55M,0.15%
4-Apr-19,26384.63,26213.42,26398.9,26212.78,233.04M,0.64%
3-Apr-19,26218.13,26238.03,26282.17,26138.47,271.98M,0.15%
2-Apr-19,26179.13,26213.55,26221.24,26122.31,250.94M,-0.30%
1-Apr-19,26258.42,26075.1,26280.9,26071.69,295.57M,1.27%
29-Mar-19,25928.68,25827.31,25949.32,25771.67,300.62M,0.82%
28-Mar-19,25717.46,25693.32,25743.41,25576.69,237.17M,0.36%
27-Mar-19,25625.59,25676.34,25758.17,25425.27,270.34M,-0.13%
26-Mar-19,25657.73,25649.56,25796.29,25544.78,305.11M,0.55%
25-Mar-19,25516.83,25490.72,25603.27,25372.26,303.12M,0.06%
22-Mar-19,25502.32,25844.65,25877.01,25501.45,386.51M,-1.77%
21-Mar-19,25962.51,25688.44,26009.9,25657.78,335.25M,0.84%
20-Mar-19,25745.67,25867.79,25929.52,25670.63,321.98M,-0.55%
19-Mar-19,25887.38,25987.87,26109.68,25814.92,342.25M,-0.10%
18-Mar-19,25914.1,25801.88,25924.77,25785.66,303.17M,0.25%
15-Mar-19,25848.87,25720.96,25927.91,25649.7,616.91M,0.54%
14-Mar-19,25709.94,25692.31,25752.84,25621.31,302.79M,0.03%
13-Mar-19,25702.89,25637.23,25776.49,25571.31,331.41M,0.58%
12-Mar-19,25554.66,25600.3,25675.44,25522.17,312.52M,-0.38%
11-Mar-19,25650.88,25208,25661.63,25208,309.79M,0.79%
8-Mar-19,25450.24,25347.38,25466.14,25252.46,270.50M,-0.09%
7-Mar-19,25473.23,25645.45,25645.45,25352.55,289.14M,-0.78%
6-Mar-19,25673.46,25818.76,25837.61,25633.71,256.25M,-0.52%
5-Mar-19,25806.63,25829.07,25877.15,25725.63,252.26M,-0.05%
4-Mar-19,25819.65,26122.19,26155.98,25611.55,295.51M,-0.79%
1-Mar-19,26026.32,26019.67,26143.92,25914.37,289.89M,0.43%
28-Feb-19,25916,25984.28,26029.21,25896.56,338.52M,-0.27%
27-Feb-19,25985.16,25995.6,26039.68,25877.24,255.38M,-0.28%
26-Feb-19,26057.98,26051.61,26155.29,25966.01,257.85M,-0.13%
25-Feb-19,26091.95,26126.15,26241.42,26080.66,281.60M,0.23%
22-Feb-19,26031.81,25906.27,26052.9,25906.27,279.76M,0.70%
21-Feb-19,25850.63,25922.41,25938.88,25762.21,255.71M,-0.40%
20-Feb-19,25954.44,25872.26,25986.2,25846.48,287.88M,0.24%
19-Feb-19,25891.32,25849.85,25961.44,25820.01,280.62M,0.03%
15-Feb-19,25883.25,25564.63,25883.72,25564.63,328.53M,1.74%
14-Feb-19,25439.39,25460.65,25558.9,25308.09,313.01M,-0.41%
13-Feb-19,25543.27,25480.86,25625.95,25480.86,263.33M,0.46%
12-Feb-19,25425.76,25152.03,25458.98,25152.03,278.11M,1.49%
11-Feb-19,25053.11,25142.81,25196.75,25009.1,241.70M,-0.21%
8-Feb-19,25106.33,25042.36,25106.39,24883.04,248.21M,-0.25%
7-Feb-19,25169.53,25265.81,25314.26,25000.52,295.46M,-0.87%
6-Feb-19,25390.3,25371.57,25439.04,25312.06,247.59M,-0.08%
5-Feb-19,25411.52,25287.93,25427.32,25287.65,310.65M,0.68%
4-Feb-19,25239.37,25062.12,25239.91,24977.67,298.54M,0.70%
1-Feb-19,25063.89,25025.31,25193.15,24982.49,372.09M,0.26%
31-Jan-19,24999.67,24954.48,25049.62,24842.09,507.35M,-0.06%
30-Jan-19,25014.86,24826.52,25109.62,24790.9,397.33M,1.77%
29-Jan-19,24579.96,24519.62,24674.87,24504.04,330.87M,0.21%
28-Jan-19,24528.22,24596.98,24596.98,24323.94,347.17M,-0.84%
25-Jan-19,24737.2,24687.21,24860.15,24676.75,376.89M,0.75%
24-Jan-19,24553.24,24579.96,24626.3,24422.73,320.17M,-0.09%
23-Jan-19,24575.62,24577.25,24700.98,24307.17,318.60M,0.70%
22-Jan-19,24404.48,24607.76,24607.76,24244.31,338.48M,-1.22%
18-Jan-19,24706.35,24534.19,24750.22,24459.03,372.97M,1.38%
17-Jan-19,24370.1,24147.09,24474.46,24088.9,288.59M,0.67%
16-Jan-19,24207.16,24139.91,24288.61,24119.72,302.83M,0.59%
15-Jan-19,24065.59,23914.11,24099.14,23887.93,291.57M,0.65%
14-Jan-19,23909.84,23880.53,23964.9,23765.24,277.56M,-0.36%
11-Jan-19,23995.95,23940.01,23996.32,23798.16,262.65M,-0.02%
10-Jan-19,24001.92,23811.11,24014.78,23703.25,338.15M,0.51%
9-Jan-19,23879.12,23844.27,23985.45,23776.56,324.57M,0.39%
8-Jan-19,23787.45,23680.32,23864.65,23581.45,317.42M,1.09%
7-Jan-19,23531.35,23474.26,23687.74,23301.59,334.20M,0.42%
4-Jan-19,23433.16,22894.92,23518.64,22894.92,396.02M,3.29%
3-Jan-19,22686.22,23176.39,23176.39,22638.41,424.24M,-2.83%
2-Jan-19,23346.24,23058.61,23413.47,22928.59,321.57M,0.08%
31-Dec-18,23327.46,23153.94,23333.18,23118.3,288.83M,1.15%
28-Dec-18,23062.4,23213.61,23381.88,22981.33,336.51M,-0.33%
27-Dec-18,23138.82,22629.06,23138.89,22267.42,407.94M,1.14%
26-Dec-18,22878.45,21857.73,22878.92,21712.53,433.08M,4.98%
24-Dec-18,21792.2,22317.28,22339.87,21792.2,308.42M,-2.91%
21-Dec-18,22445.37,22871.74,23254.59,22396.34,900.51M,-1.81%
20-Dec-18,22859.6,23224.12,23282.2,22644.31,576.70M,-1.99%
19-Dec-18,23323.66,23693.33,24057.34,23162.64,503.55M,-1.49%
18-Dec-18,23675.64,23769.13,23927.77,23516.02,408.07M,0.35%
17-Dec-18,23592.98,23986.83,24088.08,23456.88,466.74M,-2.11%
14-Dec-18,24100.51,24408.04,24431.14,24033.79,416.94M,-2.02%
13-Dec-18,24597.38,24575.86,24740.96,24473.29,299.97M,0.29%
12-Dec-18,24527.27,24509.09,24828.29,24509.09,344.33M,0.64%
11-Dec-18,24370.24,24719.91,24791.26,24221.06,342.96M,-0.22%
10-Dec-18,24423.26,24360.95,24500.81,23881.37,389.69M,0.14%
7-Dec-18,24388.95,24918.82,25095.62,24284.78,398.23M,-2.24%
6-Dec-18,24947.67,24737.42,24951.01,24242.22,471.69M,-0.32%
4-Dec-18,25027.07,25752.56,25773.12,25008.11,418.90M,-3.10%
3-Dec-18,25826.43,25779.57,25980.21,25670.51,388.48M,1.13%
30-Nov-18,25538.46,25307.14,25549.71,25250.97,482.25M,0.79%
29-Nov-18,25338.84,25343.65,25479.04,25202.79,305.11M,-0.11%
28-Nov-18,25366.43,24832.84,25368.93,24832.84,362.16M,2.50%
27-Nov-18,24748.73,24557.02,24750.73,24416.03,308.25M,0.44%
26-Nov-18,24640.24,24364.13,24673.29,24364.13,306.28M,1.46%
23-Nov-18,24285.95,24336.4,24408.8,24268.74,155.94M,-0.73%
21-Nov-18,24464.69,24541.65,24669.79,24463.28,289.37M,0.00%
20-Nov-18,24465.64,24618.68,24707.26,24368.98,445.92M,-2.21%
19-Nov-18,25017.44,25392.61,25392.61,24900.98,358.09M,-1.56%
16-Nov-18,25413.22,25242.35,25510.23,25147.8,354.46M,0.49%
15-Nov-18,25289.27,25061.48,25354.56,24787.79,392.75M,0.83%
14-Nov-18,25080.5,25388.08,25501.29,24935.82,384.24M,-0.81%
13-Nov-18,25286.49,25321.21,25511.03,25193.78,339.69M,-0.40%
12-Nov-18,25387.18,25959.33,25966.71,25340.51,346.91M,-2.32%
9-Nov-18,25989.3,26149.11,26161.49,25882.91,324.45M,-0.77%
8-Nov-18,26191.22,26139.59,26277.82,26081.9,295.65M,0.04%
7-Nov-18,26180.3,25788.46,26200.14,25765.88,361.78M,2.13%
6-Nov-18,25635.01,25452.83,25651.86,25444.9,265.45M,0.68%
5-Nov-18,25461.7,25261.47,25507.35,25261.47,334.74M,0.76%
2-Nov-18,25270.83,25443.6,25578.98,25078.72,429.48M,-0.43%
1-Nov-18,25380.74,25142.08,25396.47,25108.11,383.97M,1.06%
31-Oct-18,25115.76,25008.82,25336.55,25008.82,448.93M,0.97%
30-Oct-18,24874.64,24482.04,24906.68,24415.69,470.05M,1.77%
29-Oct-18,24442.92,24818.98,25040.58,24122.23,443.85M,-0.99%
26-Oct-18,24688.31,24770.25,24916.16,24445.19,505.31M,-1.19%
25-Oct-18,24984.55,24736.54,25104.29,24645.56,439.67M,1.63%
24-Oct-18,24583.42,25172.88,25306.23,24533.19,496.40M,-2.41%
23-Oct-18,25191.43,25038.46,25307.7,24768.79,436.43M,-0.50%
22-Oct-18,25317.41,25492.14,25561.34,25236.05,314.94M,-0.50%
19-Oct-18,25444.34,25421.09,25608.71,25350.02,350.81M,0.26%
18-Oct-18,25379.45,25645.56,25691.46,25236.01,328.02M,-1.27%
17-Oct-18,25706.68,25705.87,25810.09,25479.16,298.21M,-0.36%
16-Oct-18,25798.42,25351.53,25817.68,25351.53,305.80M,2.17%
15-Oct-18,25250.55,25332.46,25482.42,25243.88,287.32M,-0.35%
12-Oct-18,25339.99,25407.63,25467.55,25000.83,397.51M,1.15%
11-Oct-18,25052.83,25518.39,25683.64,24899.77,522.88M,-2.13%
10-Oct-18,25598.74,26441.73,26441.73,25593.65,438.20M,-3.15%
9-Oct-18,26430.57,26469.19,26539.94,26324.16,282.56M,-0.21%
8-Oct-18,26486.78,26399.45,26529.35,26223.09,273.02M,0.15%
5-Oct-18,26447.05,26632.77,26676.16,26301.81,267.10M,-0.68%
4-Oct-18,26627.48,26784.08,26793.82,26471.61,289.60M,-0.75%
3-Oct-18,26828.39,26833.47,26951.81,26789.08,280.13M,0.20%
2-Oct-18,26773.94,26648.91,26824.78,26627.66,258.29M,0.46%
1-Oct-18,26651.21,26598.36,26737.98,26596.05,238.32M,0.73%
28-Sep-18,26458.31,26407.66,26515.76,26383.57,264.03M,0.07%
27-Sep-18,26439.93,26418.27,26557.01,26379.95,226.35M,0.21%
26-Sep-18,26385.28,26536.86,26606.09,26349.34,262.62M,-0.40%
25-Sep-18,26492.21,26601.58,26634.85,26475.58,234.11M,-0.26%
24-Sep-18,26562.05,26705.25,26709.94,26548.68,254.85M,-0.68%
21-Sep-18,26743.5,26726.25,26769.16,26680.37,657.62M,0.32%
20-Sep-18,26656.98,26519.39,26697.49,26519.39,260.48M,0.95%
19-Sep-18,26405.76,26287.84,26464.41,26280.76,251.33M,0.61%
18-Sep-18,26246.96,26076.21,26317.34,26076.21,243.00M,0.71%
17-Sep-18,26062.12,26151.66,26184.47,26030.35,230.23M,-0.35%
14-Sep-18,26154.67,26169.56,26211.11,26068.29,228.64M,0.03%
13-Sep-18,26145.99,26083.94,26191.64,26067.08,260.80M,0.57%
12-Sep-18,25998.92,25989.07,26145.72,25929.43,282.77M,0.11%
11-Sep-18,25971.06,25841.14,26019.92,25754.32,265.96M,0.44%
10-Sep-18,25857.07,25991.91,26039.96,25854.13,252.17M,-0.23%
7-Sep-18,25916.54,25951.02,26002.99,25818.39,281.35M,-0.31%
6-Sep-18,25995.87,25973.02,26073.68,25880.84,262.38M,0.08%
5-Sep-18,25974.99,25919.84,26011.22,25871.04,289.21M,0.09%
4-Sep-18,25952.48,25916.07,25971.77,25805.95,254.60M,-0.05%
31-Aug-18,25964.82,25964.85,26028.83,25879.77,273.44M,-0.09%
30-Aug-18,25986.92,26099.01,26104.37,25934.8,240.44M,-0.53%
29-Aug-18,26124.57,26082.53,26167.94,26035.3,214.96M,0.23%
28-Aug-18,26064.02,26092.7,26122.24,26037.85,211.47M,0.06%
27-Aug-18,26049.64,25882.71,26067.57,25882.71,220.51M,1.01%
24-Aug-18,25790.35,25688.58,25826.05,25688.58,200.33M,0.52%
23-Aug-18,25656.98,25714.86,25762.56,25608.02,213.27M,-0.30%
22-Aug-18,25733.6,25825.06,25836.16,25722.43,200.48M,-0.34%
21-Aug-18,25822.29,25786.99,25888.82,25784.9,241.62M,0.25%
20-Aug-18,25758.69,25727.7,25790.17,25716.41,248.57M,0.35%
17-Aug-18,25669.32,25550.8,25728.16,25521.66,284.16M,0.43%
16-Aug-18,25558.73,25294.97,25607.34,25294.97,342.43M,1.58%
15-Aug-18,25162.41,25235.37,25235.37,24965.77,295.81M,-0.54%
14-Aug-18,25299.92,25215.69,25339.51,25201.87,219.21M,0.45%
13-Aug-18,25187.7,25327.19,25381.39,25153.93,219.99M,-0.50%
10-Aug-18,25313.14,25401.19,25401.19,25222.88,234.48M,-0.77%
9-Aug-18,25509.23,25589.79,25613.31,25492.69,214.97M,-0.29%
8-Aug-18,25583.75,25615.72,25634.11,25557.48,217.77M,-0.18%
7-Aug-18,25628.91,25551.65,25692.72,25551.65,239.91M,0.50%
6-Aug-18,25502.18,25437.43,25540.02,25381.38,238.99M,0.16%
3-Aug-18,25462.58,25360.37,25467.9,25325.17,239.02M,0.54%
2-Aug-18,25326.16,25256.45,25360.48,25120.07,307.70M,-0.03%
1-Aug-18,25333.82,25461.63,25488.8,25278.32,315.88M,-0.32%
31-Jul-18,25415.19,25345.21,25490.98,25345.21,348.70M,0.43%
30-Jul-18,25306.83,25439.32,25500.16,25287.38,296.88M,-0.57%
27-Jul-18,25451.06,25520.52,25580.22,25370.07,329.68M,-0.30%
26-Jul-18,25527.07,25468.55,25587.24,25463.16,297.53M,0.44%
25-Jul-18,25414.1,25183.7,25432.87,25113.55,273.67M,0.68%
24-Jul-18,25241.94,25092.43,25286.62,25092.43,274.94M,0.79%
23-Jul-18,25044.29,25036.9,25081.45,24983.33,228.82M,-0.06%
20-Jul-18,25058.12,25041.14,25124.1,24986.35,274.08M,-0.03%
19-Jul-18,25064.5,25139.15,25154.17,25052.62,285.76M,-0.53%
18-Jul-18,25199.29,25133.79,25215.32,25101.12,252.87M,0.32%
17-Jul-18,25119.89,25033.92,25155.39,24989.61,250.45M,0.22%
16-Jul-18,25064.36,25025.58,25072.41,24979.64,231.27M,0.18%
13-Jul-18,25019.41,24926.07,25043.21,24890.06,255.52M,0.38%
12-Jul-18,24924.89,24802.9,24939.97,24802.9,233.15M,0.91%
11-Jul-18,24700.45,24789.48,24815.16,24663.82,237.37M,-0.88%
10-Jul-18,24919.66,24806.97,24945.38,24806.97,235.04M,0.58%
9-Jul-18,24776.59,24519.2,24796.52,24518.43,240.58M,1.31%
6-Jul-18,24456.48,24352.47,24520.29,24281.47,219.45M,0.41%
5-Jul-18,24356.74,24285.82,24372.8,24177.44,237.67M,0.75%
3-Jul-18,24174.82,24359.39,24444.88,24150.85,160.96M,-0.54%
2-Jul-18,24307.18,24161.53,24319.42,24077.56,244.11M,0.15%
29-Jun-18,24271.41,24323.93,24509.52,24269.71,329.07M,0.23%
28-Jun-18,24216.05,24064.19,24308.16,23997.21,305.02M,0.41%
27-Jun-18,24117.59,24303.11,24569.02,24115.82,313.79M,-0.68%
26-Jun-18,24283.11,24281.89,24384.21,24241.22,301.13M,0.12%
25-Jun-18,24252.8,24463.73,24463.73,24084.39,439.13M,-1.33%
22-Jun-18,24580.89,24526.97,24663.18,24526.97,473.97M,0.49%
21-Jun-18,24461.7,24639.21,24639.21,24406.63,349.57M,-0.80%
20-Jun-18,24657.8,24771.17,24804.76,24628.39,359.52M,-0.17%
19-Jun-18,24700.21,24763.59,24763.59,24567.75,376.38M,-1.15%
18-Jun-18,24987.47,24944.28,25003.1,24825.77,337.07M,-0.41%
15-Jun-18,25090.48,25116.71,25130.82,24894.38,659.37M,-0.34%
14-Jun-18,25175.31,25254.65,25332.5,25138.6,341.17M,-0.10%
13-Jun-18,25201.2,25328.65,25362.07,25191.42,329.70M,-0.47%
12-Jun-18,25320.73,25346.82,25364.37,25247.04,265.75M,-0.01%
11-Jun-18,25322.31,25336.67,25402.83,25290.2,276.74M,0.02%
8-Jun-18,25316.53,25209.29,25325.63,25165.7,317.51M,0.30%
7-Jun-18,25241.41,25192.14,25326.09,25164.48,357.68M,0.38%
6-Jun-18,25146.39,24854.14,25146.46,24854.14,316.09M,1.40%
5-Jun-18,24799.98,24820.12,24838.78,24710.82,306.34M,-0.06%
4-Jun-18,24813.69,24727.55,24859.37,24722.14,340.40M,0.72%
1-Jun-18,24635.21,24542.09,24673.6,24542.09,315.71M,0.90%
31-May-18,24415.84,24620.79,24620.79,24352.15,429.74M,-1.02%
30-May-18,24667.78,24467.83,24714.48,24459.09,324.87M,1.26%
29-May-18,24361.45,24606.59,24635.18,24247.84,395.81M,-1.58%
25-May-18,24753.09,24781.29,24824.22,24687.81,257.21M,-0.24%
24-May-18,24811.76,24877.36,24877.36,24605.9,347.05M,-0.30%
23-May-18,24886.81,24757.71,24889.46,24667.12,399.61M,0.21%
22-May-18,24834.41,25047.55,25064.99,24812.06,288.20M,-0.72%
21-May-18,25013.29,24883.06,25086.49,24883.06,308.92M,1.21%
18-May-18,24715.09,24707.72,24774.97,24664.87,269.70M,0.00%
17-May-18,24713.98,24752.4,24839.49,24639.4,314.65M,-0.22%
16-May-18,24768.93,24722.32,24801.19,24672.79,280.81M,0.25%
15-May-18,24706.41,24809.55,24809.55,24629.39,301.90M,-0.78%
14-May-18,24899.41,24879.37,24994.19,24862.52,282.86M,0.27%
11-May-18,24831.17,24758.64,24868.65,24717.5,274.15M,0.37%
10-May-18,24739.53,24591.66,24794.99,24575.91,304.21M,0.80%
9-May-18,24542.54,24399.18,24586.48,24323.87,361.58M,0.75%
8-May-18,24360.21,24341.35,24412.34,24198.34,344.94M,0.01%
7-May-18,24357.32,24317.66,24479.45,24263.42,307.67M,0.39%
4-May-18,24262.51,23865.22,24333.35,23778.87,329.48M,1.39%
3-May-18,23930.15,23836.23,23996.15,23531.31,389.24M,0.02%
2-May-18,23924.98,24097.63,24185.52,23886.3,385.35M,-0.72%
1-May-18,24099.05,24117.29,24117.29,23808.19,380.07M,-0.27%
